Author,Song Name
Kazi Nazrul Islam,ও কুল-ভাঙ্গা নদী রে
Kazi Nazrul Islam,কত কথা ছিল তোমায় বলিতে
Kazi Nazrul Islam,"চন্দ্রমল্লিকা , চন্দ্রমল্লিকা"
Kazi Nazrul Islam,সখি জাগো রজনী পোহায়
Kazi Nazrul Islam,কালো জাম রে ভাই
Kazi Nazrul Islam,তোমায় কূলে তুলে বন্ধু আমি নামলাম জলে
Kazi Nazrul Islam,নীলাম্বরী শাড়ি পরি নীল যমুনায়
Kazi Nazrul Islam,উচ্ছে নহে ঝিঙে নহে নহে সে পটল
Kazi Nazrul Islam,সতী হারা উদাসী ভৈরব কাঁদে
Kazi Nazrul Islam,রুমুঝুমু রুমুঝুম কে এলো নূপুর-পায়
Kazi Nazrul Islam,গঙ্গা সিন্ধু নর্মদা কাবেরী যমুনা ওই
Kazi Nazrul Islam,আজো মধুর বাঁশরী বাজে
Kazi Nazrul Islam,আবার ভালবাসার সাধ জাগে
Kazi Nazrul Islam,খেলিছে জলদেবী সুনীল সাগর জলে
Kazi Nazrul Islam,ফাগুন-রাতের ফুলের নেশায় আগুন জ্বালায়
Kazi Nazrul Islam,আজো ফোটেনি কুঞ্জে মম কুসুম
Kazi Nazrul Islam,ব্রজ গোপী খেলে হরি
Kazi Nazrul Islam,মদিনায় যাবি কে আয় আয়
Kazi Nazrul Islam,অধীর অম্বরে গুরু গরজন মৃদঙ বাজে
Kazi Nazrul Islam,বকুল তলে ব্যাকুল বাঁশি কে বাজায়
Kazi Nazrul Islam,আমি কি সুখে লো গৃহে রবো
Kazi Nazrul Islam,মেঘবিহীন খর বৈশাখে
Kazi Nazrul Islam,"নামাজ পড়ো, রোজা রাখো, কলমা পড় ভাই"
Kazi Nazrul Islam,বলি মাথা খাস্ রাধে ওলো কথা শোন্
Kazi Nazrul Islam,"রাধা-তুলসী, প্রেম-পিয়াসি, গোলকবাসী শ্রীকৃষ্ণ নারায়ণ।"
Kazi Nazrul Islam,বল্ নাহি ভয় নাহি ভয়
Kazi Nazrul Islam,চম্পা পারুল যূথী টগর চামেলা
Kazi Nazrul Islam,বল রে জবা বল
Kazi Nazrul Islam,আলগা করো গো খোঁপার বাঁধন
Kazi Nazrul Islam,উজান বাওয়ার গান গো এবার
Kazi Nazrul Islam,এ কুল ভাঙ্গে ও কুল গড়ে
Kazi Nazrul Islam,আজ্‌কা হইবো মোর বিয়া কাল্‌কা আইমু বউ লইয়া
Kazi Nazrul Islam,অগ্নি-গিরি ঘুমন্ত উঠিল জাগিয়া
Kazi Nazrul Islam,প্রণমামী শ্রীদুর্গে নারায়ণী গৌরী
Kazi Nazrul Islam,আয় মা ডাকাত কালী আমার ঘরে
Kazi Nazrul Islam,আর অনুনয় করিবে না কেউ
Kazi Nazrul Islam,ও মন রমজানের ঐ রোজার শেষে
Kazi Nazrul Islam,চরণে দলিয়া গিয়াছে চলিয়া
Kazi Nazrul Islam,খেলিছ এ বিশ্বলয়ে
Kazi Nazrul Islam,এ আঁখি জল মোছ প্রিয়া
Kazi Nazrul Islam,সুনয়না চোখে কথা ক’য়ে যায়
Kazi Nazrul Islam,খেলত বায়ু ফুলবন-মে আও প্রাণ-পিয়া
Kazi Nazrul Islam,তৃষিত আকাশ কাঁপে রে
Kazi Nazrul Islam,গঙ্গা সিন্ধু নর্মদা কারেরী যমুনা ঐ
Kazi Nazrul Islam,চেওনা সুনয়না আর চেও না
Kazi Nazrul Islam,মধুর ছন্দে নাচে আনন্দে নওল কিশোর মদনমোহন
Kazi Nazrul Islam,গুঞ্জা-মালা গলে কুঞ্জে এস হে কাল
Kazi Nazrul Islam,মধুকর মঞ্জির বাজে
Kazi Nazrul Islam,তুমি যদি রাধা হতে শ্যাম
Kazi Nazrul Islam,তুমি হাতখানি যবে রাখ মোর হাতের পরে
Kazi Nazrul Islam,আজো বলে কোয়েলিয়া
Kazi Nazrul Islam,হেরা হতে হেলে দুলে নূরানী তনু ও কে আসে হায়
Kazi Nazrul Islam,কালা এত ভাল কি হে কদম্ব গাছের তলা
Kazi Nazrul Islam,ধীরে বহ ভোরের হাওয়া ধীরে বহ ধীরে
Kazi Nazrul Islam,গভীর নিশীথে ঘুম ভেঙ্গে যায়
Kazi Nazrul Islam,ঈদের খুশির তুফানে আজ ভাসলো
Kazi Nazrul Islam,গভীর রাতে জাগি খুঁজি তোমারে
Kazi Nazrul Islam,বল্ মা শ্যামা বল্ তোর বিগ্রহ কি মায়া জানে
Kazi Nazrul Islam,মা মা গো আমার অহঙ্কারের মূল কেটে
Kazi Nazrul Islam,কারার ঐ লৌহকপাট
Kazi Nazrul Islam,বিষাদিনী এসো শাওন সন্ধ্যায়
Kazi Nazrul Islam,আমার মা যে গোপাল সুন্দরী
Kazi Nazrul Islam,ভাইয়ের দোরে ভাই কেঁদে যায়
Kazi Nazrul Islam,যত ফুল তত ভুল কণ্টক জাগে
Kazi Nazrul Islam,জরীন হরফে লেখা
Kazi Nazrul Islam,মেঘলা নিশি ভোরে
Kazi Nazrul Islam,কেন আন ফুল–ডোর আজি বিদায় বেলা
Kazi Nazrul Islam,"দোপাটি লো, লো করবী"
Kazi Nazrul Islam,দিতে এলে ফুল হে প্রিয়
Kazi Nazrul Islam,ব’লো না ব’লো না ওলো সই
Kazi Nazrul Islam,ঘরে কে গো বলি ঘরে কে
Kazi Nazrul Islam,হায় ভিখারি কাহার কাছে হাত পাতিলে হায়
Kazi Nazrul Islam,আধখানা চাঁদ হাসিছে আকাশে
Kazi Nazrul Islam,শিউলি ফুলের মালা দোলে
Kazi Nazrul Islam,ঈদ মোবারক ঈদ মোবারক
Kazi Nazrul Islam,ঐ হের রসুলে খোদা এলো ঐ
Kazi Nazrul Islam,তোর কালো রূপ দেখতে মাগো
Kazi Nazrul Islam,ভুলি কেমনে আজও যে মনে বেদনা সনে রহিল আঁকা
Kazi Nazrul Islam,আজিকে তনু মনে লেগেছে রঙ লেগেছে রঙ
Kazi Nazrul Islam,গগনে খেলায় সাপ বরষা-বেদিনী
Kazi Nazrul Islam,রঙ্গীলা আপনি রাধা তারে হোরীর রং দিও না
Kazi Nazrul Islam,তব গানের ভাষায় সুরে
Kazi Nazrul Islam,"কত যুগ যেন দেখিনি তোমারে, দেখি নাই কতদিন"
Kazi Nazrul Islam,যারে হাত দিয়ে মালা দিতে পারো নাই
Kazi Nazrul Islam,"ঘুমাও, ঘুমাও, দেখিতে এসেছি"
Kazi Nazrul Islam,কত দিন দেখিনি তোমায়
Kazi Nazrul Islam,গানগুলি মোর আহত পাখির সম
Kazi Nazrul Islam,এ কি অপরূপ রূপের কুমার
Kazi Nazrul Islam,আজি মিলন বাসর প্রিয়া হের মধুমাধবী নিশা
Kazi Nazrul Islam,মোরা ঝঞ্ঝার মত উদ্দাম
Kazi Nazrul Islam,চোখ গেল চোখ গেল
Kazi Nazrul Islam,ভারত শ্মশান হ’ল মা তুই শ্মশানবাসিনী ব’লে
Kazi Nazrul Islam,শূন্য এ বুকে পাখি মোর আয়
Kazi Nazrul Islam,লাইলী তোমার এসেছে ফিরিয়া
Kazi Nazrul Islam,আরো কতদিন বাকি
Kazi Nazrul Islam,আয় ঘুম আয় ঘুম আয় মোর গোপাল ঘুমায়
Kazi Nazrul Islam,এই শিকল পরা ছল
Kazi Nazrul Islam,চোখ গেল চোখ গেল
Kazi Nazrul Islam,দাসী হতে চাই না আমি হে শ্যাম কিশোর
Kazi Nazrul Islam,দোলে কুলন দোলায় দোলে নওল কিশোর
Kazi Nazrul Islam,নহে নহে প্রিয় এ নয় আখিঁজল
Kazi Nazrul Islam,আকাশে ভোরের তারা মুখ পানে
Kazi Nazrul Islam,সুরে ও বাণীর মালা দিয়ে
Kazi Nazrul Islam,মেঘলা-মতীর ধারা জলে কর স্নান
Kazi Nazrul Islam,কত যুগ পাই নাই তোমার দেখা
Kazi Nazrul Islam,দিকে দিকে পুন জ্বলিয়া উঠেছে
Kazi Nazrul Islam,ভুলি কেমনে আজো যে মনে
Kazi Nazrul Islam,"আধো-আধো বোল, লাজে বাধো-বাধো বোল"
Kazi Nazrul Islam,আঁখি-পাতা ঘুমে জড়ায়ে আসে
Kazi Nazrul Islam,দিও বর হে মোর স্বামী যবে যাই আনন্দ ধামে
Kazi Nazrul Islam,এত জল ও – কাজল চোখে
Kazi Nazrul Islam,বৃজমে আজ স্যখি ধূম ম্যচাও
Kazi Nazrul Islam,ভরিয়া পরান শুনিতেছি গান
Kazi Nazrul Islam,শাওন রাতে যদি
Kazi Nazrul Islam,চঞ্চল শ্যামল এলো গগনে
Kazi Nazrul Islam,ললাটে মোর তিলক একো মুছে বঁধুর চরণ-ধুলি
Kazi Nazrul Islam,দোলনচাঁপা বনে দোলে
Kazi Nazrul Islam,সাহারাতে ফুটল রে রঙিন গুলে লালা
Kazi Nazrul Islam,এলো কৃষ্ণ কানাইয়া তমাল বনে সাজো
Kazi Nazrul Islam,খেলিছ এ বিশ্ব লয়ে
Kazi Nazrul Islam,আয় নেচে নেচে আয় রে বুকে দুলালী মোর
Kazi Nazrul Islam,আমার নয়নে নয়ন রাখি
Kazi Nazrul Islam,ছাড়িতে পরান নাহি চায় তবু যেতে হবে হায়
Kazi Nazrul Islam,শাদী মোবারকবাদী শাদী মোবারক
Kazi Nazrul Islam,সাবিত্রী সমান হও লহ লহ এই আশিষ
Kazi Nazrul Islam,আমার মনের বেদনা
Kazi Nazrul Islam,সন্ধ্যা গধূলি লগনে
Kazi Nazrul Islam,ঝরা ফুল দ’লে কে অতিথি
Kazi Nazrul Islam,স্বরণ-পারের ওগো প্রিয়
Kazi Nazrul Islam,তোমার হাতের সোনার রাখি
Kazi Nazrul Islam,বলেছিলে তুমি তীর্থে আসিবে
Kazi Nazrul Islam,ঘন গগন ঘিরিল ঘন ঘোর
Kazi Nazrul Islam,মোমের পুতুল মমীর দেশের মেয়ে নেচে যায়
Kazi Nazrul Islam,সখি কই গোপীবল্লভ শ্যামল পল্লব কান্তি
Kazi Nazrul Islam,যখন আমার গান ফুরাবে তখন এসো
Kazi Nazrul Islam,থির হয়ে তুই ব’স দেখি মা
Kazi Nazrul Islam,বিরহের গুলবাগে মোর ভুল ক'রে আজ
Kazi Nazrul Islam,কেউ ভোলে না কেউ ভোলে
Kazi Nazrul Islam,"সেদিন ছিল কি গোধূলি-লগন শুভদৃষ্টির ক্ষণ,"
Kazi Nazrul Islam,আমার বিফল পূজাঞ্জলি অশ্রু-স্রোতে যায় যে ভেসে
Kazi Nazrul Islam,কত জনম যাবে তোমার বিরহে
Kazi Nazrul Islam,সৃজন ছন্দে আনন্দে নাচো নটরাজ হে
Kazi Nazrul Islam,যখন প্রেমের জ্বালায় অঙ্গ জ্বলে
Kazi Nazrul Islam,এই রাঙামাটির পথে লো
Kazi Nazrul Islam,অরুণকান্তি কে গো যোগী ভিখারী
Kazi Nazrul Islam,টলমল্ টলমল্ টলে সরসী
Kazi Nazrul Islam,ইয়া মোহাম্মদ বেহেশত্‌ হতে
Kazi Nazrul Islam,দ্বীপ নিভিয়াছে ঝড়ে
Kazi Nazrul Islam,আমার আপনার চেয়ে আপন যে জন
Kazi Nazrul Islam,ঝুমঝুম ঝুমরা নাচ নেচে কে এলো
Kazi Nazrul Islam,রুম্ ঝুম্ ঝুম্ ঝুম্ রুম্ ঝুম্ ঝুম্
Kazi Nazrul Islam,গঙ্গা সিন্ধু নর্ম্মদা কাবেরী যমুনা ওই
Kazi Nazrul Islam,করুণ কেন অরুণ আঁখি
Kazi Nazrul Islam,আমিনা-দুলাল নাচে হালিমার কোলে
Kazi Nazrul Islam,কার মঞ্জীর রিনিঝিনি বাজে
Kazi Nazrul Islam,দয়া ক’রে দয়াময়ী ফাঁসিয়ে দে এই ভুঁড়ি
Kazi Nazrul Islam,জানি জানি প্রিয়
Kazi Nazrul Islam,বলেছিলে তুমি তীর্থে আসিবে
Kazi Nazrul Islam,ভোরের হাওয়ায় এলে ঘুম ভাঙ্গাতে কি
Kazi Nazrul Islam,মোরা আর জনমে
Kazi Nazrul Islam,বাগিচায় বুলবুলি তুই ফুলশাখাতে
Kazi Nazrul Islam,আজি মনে মনে লাগে হোরী
Kazi Nazrul Islam,এলো রে এলো ঐ রণ-রঙ্গিণী
Kazi Nazrul Islam,মোর প্রিয়া হবে এসো রাণী
Kazi Nazrul Islam,অঞ্জলি লহ মোর সঙ্গীতে
Kazi Nazrul Islam,চপল আঁখির ভাষায় হে মীনাক্ষী ক’য়ে যাও
Kazi Nazrul Islam,সুরে ও বাণীর মালা দিয়ে তুমি আমারে ছুঁইয়াছিলে
Kazi Nazrul Islam,আমার ভবের অভাব লয় হয়েছে
Kazi Nazrul Islam,নন্দকুমার বিনে সই আজি বৃন্দাবন অন্ধকার
Kazi Nazrul Islam,ছি ছি ছি কিশোর হরি
Kazi Nazrul Islam,কালো মেয়ের পায়ের তলায়
Kazi Nazrul Islam,দূর দ্বীপবাসীনি
Kazi Nazrul Islam,নন্দন বন হতে কি গো ডাকো মোরে
Kazi Nazrul Islam,সই পলাশ-বনে রঙ ছড়ালো কে
Kazi Nazrul Islam,লাম্ পম্ লাম্ পম্ লাম্ পম্ পম্
Kazi Nazrul Islam,ছলছল নয়নে মোর পানে চেয়ো না
Kazi Nazrul Islam,কারো ভরসা করিসনে তুই
Kazi Nazrul Islam,রাঙা জবার বায়না ধ’রে আমার কালো মেয়ে কাঁদে
Kazi Nazrul Islam,নিশি নিঝুম ঘুম নাহি আসে
Kazi Nazrul Islam,তোমারেই আমি চাহিয়াছি প্রিয় শতরূপে শতবার
Kazi Nazrul Islam,কে সাজালো মাকে আমার
Kazi Nazrul Islam,তোমারি আঁখির মত আকাশের দুটি তারা
Kazi Nazrul Islam,প্রিয় এমন রাত যেন
Kazi Nazrul Islam,ওগো প্রিয় তব গান
Kazi Nazrul Islam,চৌরঙ্গী চৌরঙ্গী চৌরঙ্গী চৌরঙ্গী
Kazi Nazrul Islam,মেষ চারণে যায় নবী কিশোর
Kazi Nazrul Islam,ভবনে আসিল অতিথি সুদূর
Kazi Nazrul Islam,কেন আসিলে ভালবাসিলে
Kazi Nazrul Islam,দেশে দেশে গেয়ে বেড়াই তোমার নামের গান
Kazi Nazrul Islam,নিশি না পোহাতে যেয়ো না যেয়ো না
Kazi Nazrul Islam,ফাগুন ফুরাবে যবে
Kazi Nazrul Islam,রক্ষাকালীর রক্ষা-কবচ আছে আমায় ঘিরে
Kazi Nazrul Islam,দোলে প্রাণের কোলে প্রভূর নামের মালা
Kazi Nazrul Islam,ঘুমিয়ে গেছে শ্রান্ত হয়ে আমার গানের বুলবুলি
Kazi Nazrul Islam,বাজো বাঁশরি
Kazi Nazrul Islam,হাতে হাত দিয়ে আগে চল হাতে নাই থাক হাতিয়ার
Kazi Nazrul Islam,যদি শালের বন হ’ত শালার বোন
Kazi Nazrul Islam,কে বিদেশী মন – উদাসী
Kazi Nazrul Islam,তুমি শুনিতে চেওনা আমার মনের কথা
Kazi Nazrul Islam,"বউ কথা কও, বউ কথা কও"
Kazi Nazrul Islam,এলো ঐ পূর্ণ শশী ফুল-জাগানো
Kazi Nazrul Islam,ক্ষমা সুন্দর আল্লা
Kazi Nazrul Islam,"দাও শৌর্য, দাও ধৈর্য্য"
Kazi Nazrul Islam,আমি চিরতরে দূরে চলে যাব
Kazi Nazrul Islam,নতুন খেজুর রস এনেছি মেটে কলস ভ'রে
Kazi Nazrul Islam,রুম ঝুম ঝুম ঝুম
Kazi Nazrul Islam,আকাশে আজ ছড়িয়ে দিলাম প্রিয়
Kazi Nazrul Islam,পাষাণের ভাঙালে ঘুম
Kazi Nazrul Islam,ফিরিয়া যদি সে আসে
Kazi Nazrul Islam,পদ্মার ঢেউ রে
Kazi Nazrul Islam,খুলেছে আজ রঙের দোকান বৃন্দাবনে হোরির দিনে
Kazi Nazrul Islam,গগনে কৃষ্ণ মেঘ দোলে
Kazi Nazrul Islam,"নিশি ভোর হল জাগিয়া, পরাণ পিয়া"
Kazi Nazrul Islam,অগ্নি-ঋষি অগ্নি-বীণা তোমায় শুধু সাজে
Kazi Nazrul Islam,উতল হ'ল শান্ত আকাশ তোমার কলগীতে
Kazi Nazrul Islam,আন্‌মনে জল নিতে
Kazi Nazrul Islam,তোরা যারে এখনি হালিমার কাছে লয়ে
Kazi Nazrul Islam,প্রিয় যাই যাই বলো না
Kazi Nazrul Islam,টারালা টারালা টারালা টা টারালা
Kazi Nazrul Islam,শোনো শোনো ইয়া এলাহী
Kazi Nazrul Islam,মহুল গাছে ফুল ফুটেছে নেশার ঝোঁকে ঝিমায়
Kazi Nazrul Islam,এস প্রিয় আরো কাছ
Kazi Nazrul Islam,আও আও স্যজনী
Kazi Nazrul Islam,সুদূর সিন্ধুর ছন্দ উতল
Kazi Nazrul Islam,তুমি আমার সকাল বেলার সুর
Kazi Nazrul Islam,আমার সাম্পান যাত্রী
Kazi Nazrul Islam,খোদার প্রেমের শরাব পিয়ে
Kazi Nazrul Islam,যখন আমার কুসুম ঝরার বেলা তখন তুমি এলে
Kazi Nazrul Islam,পথিক বন্ধু এসো এসো পাপড়ি ছাওয়া পথ বেয়ে
Kazi Nazrul Islam,চৈতালি চাঁদনী রাতে
Kazi Nazrul Islam,বিরহের অশ্রু সায়রে বেদনার শতদল
Kazi Nazrul Islam,গগনে সঘন চমকিছে দামিনী
Kazi Nazrul Islam,তিলক দিলে কি শ্যাম ত্রিলোক ভুলাতে
Kazi Nazrul Islam,আমি জানি তব মন বুঝি তব ভাষা
Kazi Nazrul Islam,হংস-মিথুন ওগো যাও ক’য়ে যাও
Kazi Nazrul Islam,তোমারি আঁখির মত আকাশের দুটি তারা
Kazi Nazrul Islam,আমি চিরতরে দূরে চলে যাব
Kazi Nazrul Islam,হরি হে তুমি তাই দূরে থাক স’রে
Kazi Nazrul Islam,বকুল ছায়ে ছিনু ঘুমায়ে গোপন পায়ে আসিলে তুমি
Kazi Nazrul Islam,হারানো হিয়ার নিকুঞ্জ পথে
Kazi Nazrul Islam,পরজনমে দেখা হবে প্রিয়
Kazi Nazrul Islam,লায়লী! লায়লী! ভাঙিয়ো না ধ্যান মজনুর
Kazi Nazrul Islam,নিম ফুলের মউ পি’য়ে ঝিম হয়েছে ভোমরা
Kazi Nazrul Islam,আমার আপনার চেয়ে আপন
Kazi Nazrul Islam,ফিরে এসো ফিরে এসো প্রিয়তম
Kazi Nazrul Islam,বিদেশিনী বিদেশিনী চিনি চিনি
Kazi Nazrul Islam,ঝুমুর নাচে ডুমুর গাছে ঘুঙুর বেঁধে গায়
Kazi Nazrul Islam,ধীরে যায় ফিরে ফিরে চায়
Kazi Nazrul Islam,ইয়া আল্লাহ তুমি রক্ষা কর দুনিয়া ও দ্বীন
Kazi Nazrul Islam,ধর্মের পথে শহীদ যাহারা আমরা সেই সে জাতি
Kazi Nazrul Islam,কেন করুণ সুরে হৃদয় পুরে বাজিছে বাঁশরি
Kazi Nazrul Islam,নাম মোহাম্মদ বোল রে মন
Kazi Nazrul Islam,শাওন রাতে যদি
Kazi Nazrul Islam,মধুর আরতি তব বিশ্ব সভাতে
Kazi Nazrul Islam,অনেক কথা বলার মাঝে
Kazi Nazrul Islam,ওগো বৈশাখী ঝড়
Kazi Nazrul Islam,শিউলি তলায় ভোর বেলায়
Kazi Nazrul Islam,"বউ কথা কও, কও কথা অভিমানী"
Kazi Nazrul Islam,শঙ্কাশূন্য লক্ষ কন্ঠে বাজিছে শঙ্খ ঐ
Kazi Nazrul Islam,ফুলের জলসায় নীরব কেন কবি
Kazi Nazrul Islam,হার মানি ননদিনী
Kazi Nazrul Islam,বসন্ত এলো এলো এলো রে
Kazi Nazrul Islam,সই ভালো করে বিনোদ বেণী
Kazi Nazrul Islam,রঙ্গিলা আপনি রাধা
Kazi Nazrul Islam,ঘুমিয়ে গেছে শ্রান্ত হয়ে
Kazi Nazrul Islam,আমার নয়নে নয়ন রাখি
Kazi Nazrul Islam,কত যুগ যেন দেখিনি তোমারে
Kazi Nazrul Islam,মেঘলা নিশি ভোরে মন যে কেমন করে
Kazi Nazrul Islam,কান্ডারী হুঁশিয়ার
Kazi Nazrul Islam,ভাঙা মন (আর) জোড়া নাহি যায়
Kazi Nazrul Islam,শাওন আসিল ফিরে
Kazi Nazrul Islam,ও কালো ডাগর চোখে
Kazi Nazrul Islam,ও কালো বউ জল আনিতে যেয়ো না
Kazi Nazrul Islam,"আল্লাহ আমার প্রভু, আমার নাহি নাহি ভয়"
Kazi Nazrul Islam,যবে তুলসীতলায় প্রিয় সন্ধ্যাবেলায়
Kazi Nazrul Islam,সকরুণ নয়নে চাহ আজি মোর
Kazi Nazrul Islam,মমতাজ! মমতাজ! তোমার তাজমহল
Kazi Nazrul Islam,আজো কাঁদে কাননে কোয়েলিয়া
Kazi Nazrul Islam,যেদিন লব বিদায় ধরা ছাড়ি পিয়ে
Kazi Nazrul Islam,নন্দ দুলাল নাচে নাচে রে হাতে সরের নাড়ু নিয়ে নাচে
Kazi Nazrul Islam,খা খা খা তোর বক্ষিলারে খা
Kazi Nazrul Islam,আমার ভুবন কান পেতে রয়
Kazi Nazrul Islam,তেপান্তরের মাঠে বঁধু হে একা বসে থাকি
Kazi Nazrul Islam,আমার শ্যামা মায়ের কোলে চড়ে
Kazi Nazrul Islam,মহাকালের কোলে এসে
Kazi Nazrul Islam,বিদায় সন্ধ্যা আসিল ওই
Kazi Nazrul Islam,কালো জল ঢালিতে সই
Kazi Nazrul Islam,ঐ ঐ ঐ আসে কর্ণ কৌরব সেনানী
Kazi Nazrul Islam,তুমি বেশ বদলে গেছো
Kazi Nazrul Islam,যাও মেঘদূত
Kazi Nazrul Islam,জনম জনম গেল আশা পথ চাহি
Kazi Nazrul Islam,খেলিছ এ বিশ্বলয়ে
Kazi Nazrul Islam,খাতুনে জান্নাত ফাতেমা জননী
Kazi Nazrul Islam,এ কি অপরূপ রূপে মা তোমায়
Kazi Nazrul Islam,জগতের নাথ তুমি তুমি প্রভু প্রেমময়
Kazi Nazrul Islam,কেউ ভোলে না কেউ ভোলে
Kazi Nazrul Islam,আঁধার মনের মিনারে মোর
Kazi Nazrul Islam,ওগো পূজার থালায় আছে আমার ব্যথার শতদল
Kazi Nazrul Islam,এ কোন মায়ায় ফেলিলে আমায়
Kazi Nazrul Islam,মহুয়া বনে বন-পাপিয়া
Kazi Nazrul Islam,দূর দ্বীপবাসিনী
Kazi Nazrul Islam,তুই জগত-জননী শ্যামা
Kazi Nazrul Islam,মোমের পুতুল
Kazi Nazrul Islam,শুক বলে মোর গোঁফের রূপে ভোলে গোপনারী
Kazi Nazrul Islam,উচাটন মন ঘরে রয় না
Kazi Nazrul Islam,নিখিল ঘুমে অচেতন সহসা শুনিনু আজান
Kazi Nazrul Islam,শ্মশানে জাগিছে শ্যামা অন্তিমে সন্তানে নিতে কোলে
Kazi Nazrul Islam,ওগো প্রিয়তম তুমি চ’লে গেছ আজ
Kazi Nazrul Islam,বেল ফুল এনে দাও চাই না বকুল
Kazi Nazrul Islam,আয় মুক্তকেশী আয়
Kazi Nazrul Islam,এসো নূপুর বাজাইয়া যমুনা নাচাইয়া
Kazi Nazrul Islam,আমার কোন কুলে আজ ভিড়লো তরী
Kazi Nazrul Islam,চল্‌ চল্ চল্
Kazi Nazrul Islam,আঁখি ঘুম-ঘুম-ঘুম নিশীথ নিঝুম ঘুমে ঝিমায়
Kazi Nazrul Islam,আর লুকাবি কোথা মা কালী
Kazi Nazrul Islam,তুমি আমার সকালবেলার সুর
Kazi Nazrul Islam,ওগো নন্দ দুলাল নাচে ছন্দতালে
Kazi Nazrul Islam,তোরা সব জয়ধ্বনি কর
Kazi Nazrul Islam,বিদায়-সন্ধা আসিল ঐ ঘনায় নয়নে অন্ধকার
Kazi Nazrul Islam,চাঁদ হেরিছে চাঁদমুখ তার
Kazi Nazrul Islam,ব'লো বঁধুয়ারে নিরজনে
Kazi Nazrul Islam,হে পার্থসারথি! বাজাও বাজাও পাঞ্চজন্য শঙ্খ
Kazi Nazrul Islam,চৈতী চাঁদের আলো আজ ভাল নাহি লাগে
Kazi Nazrul Islam,আর কত দুখ্ দেবে বল মাধব বল
Kazi Nazrul Islam,আমার আপনার চেয়ে
Kazi Nazrul Islam,ছড়ায়ে বৃষ্টির বেলফুল
Kazi Nazrul Islam,ঝড় এসেছে ঝড় এসেছে কাহারা যেন ডাকে
Kazi Nazrul Islam,কতো কথা ছিলো বলিবার বলা হলো না
Kazi Nazrul Islam,ফিরিয়া এসো এসো হে ফিরে
Kazi Nazrul Islam,রসুল নামের ফুল এনেছি রে
Prodip Saha,শোন অবুঝ মেয়ে
Prodip Saha,সুখে থেকো তুমি বান্ধবী
Prodip Saha,ও রাতের তারারে
Prodip Saha,ঘুম আসেনা জেগে থাকি
Prodip Saha,তোমার চিঠি
Prodip Saha,কষ্টের মিছিলে
Prodip Saha,যেটুকু সময় তুমি থাকো পাশে
Prodip Saha,এখনও মাঝে মাঝে
Prodip Saha,কি ক্ষতি করেছি
Prodip Saha,মা
Prodip Saha,কখনো কখনো ইচ্ছের বাহিরেও
Prodip Saha,আমার বাংলাদেশ শান্তির বাংলাদেশ
Prodip Saha,সংশয়
Prodip Saha,তুমি নেই কাছাকাছি
Prodip Saha,একটাই প্রশ্ন আমার
Prodip Saha,আমার প্রিয় বান্ধবী
Prince Mahmud,তুমি জানলে না
Prince Mahmud,কোন কারণেই
Prince Mahmud,আমি বারোমাস তোমায় ভালোবাসি
Prince Mahmud,নীরা ক্ষমা কর
Prince Mahmud,ও দুনিয়ার মানুষ
Prince Mahmud,ছিপ নৌকো
Prince Mahmud,যদি হিমালয় হয়ে দুঃখ আসে
Prince Mahmud,ছায়ামেঘ
Prince Mahmud,তাজমহল
Prince Mahmud,দেবদাস
Prince Mahmud,আঙুল
Prince Mahmud,বাংলাদেশ
Prince Mahmud,বিদ্রোহী
Prince Mahmud,বনের পাখী যদি হতাম
Prince Mahmud,মন
Prince Mahmud,তিন পুরুষ
Prince Mahmud,তোমায় দিলাম ভূবন ডাঙার হাসি
Prince Mahmud,সমাধী
Prince Mahmud,হারালো এই মন
Prince Mahmud,আবার দেখা হবে
Songroho,নিথুয়া পাথারে
Songroho,কানার হাট বাজার
Songroho,ও মোর বানিয়া বন্ধু রে
Songroho,আমি যারে ভালবাসি
Nochiketa,ও ডাক্তার
Nochiketa,আমার ইচ্ছে করে
Nochiketa,হারিয়ে যাওয়া সেই গানের কলি
Nochiketa,চোর
Nochiketa,চল যাব তোকে নিয়ে
Nochiketa,"আমি পারবোনা,পারবোনা রাখতে প্রেমের মান"
Nochiketa,বারো টাকা
Nochiketa,আজ থেকে এক হাজার ( রাজশ্রী – ৪ )
Nochiketa,সারে যাঁহা সে আচ্ছা
Nochiketa,তুমি আসবে বলেই আকাশ
Nochiketa,হঠাৎ বৃষ্টি
Nochiketa,নীলাঞ্জনা
Nochiketa,সরকারি কর্মচারী
Nochiketa,ভয়
Nochiketa,যদি হঠাৎ আবার দেখা হয় দুজনার
Nochiketa,পাগলা জগাই
Nochiketa,তুমি কে
Nazrul Islam Babu,আমি তোমাকে নিয়ে
Nazrul Islam Babu,কেন মন কাঁদেরে
Nazrul Islam Babu,ও আমার আট কোটি ফুল দেখো গো মালী
Nazrul Islam Babu,আমায় গেঁথে দাওনা মাগো
Nazrul Islam Babu,প্রেম যেন এক প্রজাপতি চোখে এসে বসে
Nazrul Islam Babu,হাজার মনের কাছে প্রশ্ন রেখে
Nazrul Islam Babu,ডাইরির পাতাগুলো ছিড়ে ফেলেছি
Nazrul Islam Babu,কত যে তোমাকে বেসেছি ভালো
Nazrul Islam Babu,দুই ভুবনের দুই বাসিন্দা
Nazrul Islam Babu,সবকটা জানালা খুলে দাওনা
