Author,Song Name,File Name,File Path
Kazi Nazrul Islam,ঐ ঘর ভুলানো সুরে,song156_ঐ ঘর ভুলানো সুরে.docx,Data/Kazi Nazrul Islam/song156_ঐ ঘর ভুলানো সুরে.docx
Kazi Nazrul Islam,লায়লী তোমার এসেছে ফিরিয়া,song433_লায়লী তোমার এসেছে ফিরিয়া.docx,Data/Kazi Nazrul Islam/song433_লায়লী তোমার এসেছে ফিরিয়া.docx
Kazi Nazrul Islam,"সেদিন ছিল কি গোধূলি-লগন শুভদৃষ্টির ক্ষণ,","song502_সেদিন ছিল কি গোধূলি-লগন শুভদৃষ্টির ক্ষণ,.docx","Data/Kazi Nazrul Islam/song502_সেদিন ছিল কি গোধূলি-লগন শুভদৃষ্টির ক্ষণ,.docx"
Kazi Nazrul Islam,দেবযানীর মনে প্রথম প্রীতির কলি জাগে,song303_দেবযানীর মনে প্রথম প্রীতির কলি জাগে.docx,Data/Kazi Nazrul Islam/song303_দেবযানীর মনে প্রথম প্রীতির কলি জাগে.docx
Kazi Nazrul Islam,ওগো মাগো আজো বেঁচে আছি,song175_ওগো মাগো আজো বেঁচে আছি.docx,Data/Kazi Nazrul Islam/song175_ওগো মাগো আজো বেঁচে আছি.docx
Kazi Nazrul Islam,ঘুমিয়ে গেছে শ্রান্ত হয়ে আমার গানের বুলবুলি,song577_ঘুমিয়ে গেছে শ্রান্ত হয়ে আমার গানের বুলবুলি.docx,Data/Kazi Nazrul Islam/song577_ঘুমিয়ে গেছে শ্রান্ত হয়ে আমার গানের বুলবুলি.docx
Kazi Nazrul Islam,এলো ফুলের মরশুম,song152_এলো ফুলের মরশুম.docx,Data/Kazi Nazrul Islam/song152_এলো ফুলের মরশুম.docx
Kazi Nazrul Islam,স্বপ্নে দেখি একটি নতুন ঘর,song462_স্বপ্নে দেখি একটি নতুন ঘর.docx,Data/Kazi Nazrul Islam/song462_স্বপ্নে দেখি একটি নতুন ঘর.docx
Kazi Nazrul Islam,আমার সাম্পান যাত্রী,song8_আমার সাম্পান যাত্রী.docx,Data/Kazi Nazrul Islam/song8_আমার সাম্পান যাত্রী.docx
Kazi Nazrul Islam,তৃষিত আকাশ কাঁপে রে,song284_তৃষিত আকাশ কাঁপে রে.docx,Data/Kazi Nazrul Islam/song284_তৃষিত আকাশ কাঁপে রে.docx
Kazi Nazrul Islam,আজ্‌কা হইবো মোর বিয়া কাল্‌কা আইমু বউ লইয়া,song93_আজ্‌কা হইবো মোর বিয়া কাল্‌কা আইমু বউ লইয়া.docx,Data/Kazi Nazrul Islam/song93_আজ্‌কা হইবো মোর বিয়া কাল্‌কা আইমু বউ লইয়া.docx
Kazi Nazrul Islam,তুমি সারাজীবন দুঃখ দিলে,song280_তুমি সারাজীবন দুঃখ দিলে.docx,Data/Kazi Nazrul Islam/song280_তুমি সারাজীবন দুঃখ দিলে.docx
Kazi Nazrul Islam,ঐ ঐ ঐ আসে কর্ণ কৌরব সেনানী,song155_ঐ ঐ ঐ আসে কর্ণ কৌরব সেনানী.docx,Data/Kazi Nazrul Islam/song155_ঐ ঐ ঐ আসে কর্ণ কৌরব সেনানী.docx
Kazi Nazrul Islam,চোখ গেল চোখ গেল,song236_চোখ গেল চোখ গেল.docx,Data/Kazi Nazrul Islam/song236_চোখ গেল চোখ গেল.docx
Kazi Nazrul Islam,খেলি আয় পুতুল-খেলা ব’য়ে যায় খেলার বেলা,song209_খেলি আয় পুতুল-খেলা ব’য়ে যায় খেলার বেলা.docx,Data/Kazi Nazrul Islam/song209_খেলি আয় পুতুল-খেলা ব’য়ে যায় খেলার বেলা.docx
Kazi Nazrul Islam,পথহারা পাখি কেঁদে ফিরে একা,song333_পথহারা পাখি কেঁদে ফিরে একা.docx,Data/Kazi Nazrul Islam/song333_পথহারা পাখি কেঁদে ফিরে একা.docx
Kazi Nazrul Islam,হরি হে তুমি তাই দূরে থাক স’রে,song465_হরি হে তুমি তাই দূরে থাক স’রে.docx,Data/Kazi Nazrul Islam/song465_হরি হে তুমি তাই দূরে থাক স’রে.docx
Kazi Nazrul Islam,ফিরিয়া এসো এসো হে ফিরে,song350_ফিরিয়া এসো এসো হে ফিরে.docx,Data/Kazi Nazrul Islam/song350_ফিরিয়া এসো এসো হে ফিরে.docx
Kazi Nazrul Islam,এ কোন মধুর শরাব দিলে,song144_এ কোন মধুর শরাব দিলে.docx,Data/Kazi Nazrul Islam/song144_এ কোন মধুর শরাব দিলে.docx
Kazi Nazrul Islam,গগনে সঘন চমকিছে দামিনী,song217_গগনে সঘন চমকিছে দামিনী.docx,Data/Kazi Nazrul Islam/song217_গগনে সঘন চমকিছে দামিনী.docx
Kazi Nazrul Islam,সুন্দর অতিথি এসো এসো,song548_সুন্দর অতিথি এসো এসো.docx,Data/Kazi Nazrul Islam/song548_সুন্দর অতিথি এসো এসো.docx
Kazi Nazrul Islam,সাজিয়াছ যোগী বল কার লাগি তরুণ বিবাগী,song498_সাজিয়াছ যোগী বল কার লাগি তরুণ বিবাগী.docx,Data/Kazi Nazrul Islam/song498_সাজিয়াছ যোগী বল কার লাগি তরুণ বিবাগী.docx
Kazi Nazrul Islam,নদীর স্রোতে মালার কুসুম ভাসিয়ে দিলাম প্রিয়,song319_নদীর স্রোতে মালার কুসুম ভাসিয়ে দিলাম প্রিয়.docx,Data/Kazi Nazrul Islam/song319_নদীর স্রোতে মালার কুসুম ভাসিয়ে দিলাম প্রিয়.docx
Kazi Nazrul Islam,ফিরিয়া যদি সে আসে,song349_ফিরিয়া যদি সে আসে.docx,Data/Kazi Nazrul Islam/song349_ফিরিয়া যদি সে আসে.docx
Kazi Nazrul Islam,আরো কতদিন বাকি,song115_আরো কতদিন বাকি.docx,Data/Kazi Nazrul Islam/song115_আরো কতদিন বাকি.docx
Kazi Nazrul Islam,বঁধু হে বঁধু ফিরে এসো,song358_বঁধু হে বঁধু ফিরে এসো.docx,Data/Kazi Nazrul Islam/song358_বঁধু হে বঁধু ফিরে এসো.docx
Kazi Nazrul Islam,তোরা সব জয়ধ্বনি কর,song522_তোরা সব জয়ধ্বনি কর.docx,Data/Kazi Nazrul Islam/song522_তোরা সব জয়ধ্বনি কর.docx
Kazi Nazrul Islam,শক্তের তুই ভক্ত শ্যামা,song437_শক্তের তুই ভক্ত শ্যামা.docx,Data/Kazi Nazrul Islam/song437_শক্তের তুই ভক্ত শ্যামা.docx
Kazi Nazrul Islam,আধখানা চাঁদ হাসিছে আকাশে,song94_আধখানা চাঁদ হাসিছে আকাশে.docx,Data/Kazi Nazrul Islam/song94_আধখানা চাঁদ হাসিছে আকাশে.docx
Kazi Nazrul Islam,"বউ কথা কও, বউ কথা কও","song359_বউ কথা কও, বউ কথা কও.docx","Data/Kazi Nazrul Islam/song359_বউ কথা কও, বউ কথা কও.docx"
Kazi Nazrul Islam,সখি বলো বধূয়ারে নিরজনে,song476_সখি বলো বধূয়ারে নিরজনে.docx,Data/Kazi Nazrul Islam/song476_সখি বলো বধূয়ারে নিরজনে.docx
Kazi Nazrul Islam,খেলিছ এ বিশ্বলয়ে,song23_খেলিছ এ বিশ্বলয়ে.docx,Data/Kazi Nazrul Islam/song23_খেলিছ এ বিশ্বলয়ে.docx
Kazi Nazrul Islam,গভীর রাতে জাগি খুঁজি তোমারে,song531_গভীর রাতে জাগি খুঁজি তোমারে.docx,Data/Kazi Nazrul Islam/song531_গভীর রাতে জাগি খুঁজি তোমারে.docx
Kazi Nazrul Islam,তৌহীদের মুর্শিদ আমার,song30_তৌহীদের মুর্শিদ আমার.docx,Data/Kazi Nazrul Islam/song30_তৌহীদের মুর্শিদ আমার.docx
Kazi Nazrul Islam,মনে পড়ে,song511_মনে পড়ে.docx,Data/Kazi Nazrul Islam/song511_মনে পড়ে.docx
Kazi Nazrul Islam,কালা এত ভাল কি হে কদম্ব গাছের তলা,song188_কালা এত ভাল কি হে কদম্ব গাছের তলা.docx,Data/Kazi Nazrul Islam/song188_কালা এত ভাল কি হে কদম্ব গাছের তলা.docx
Kazi Nazrul Islam,কারো ভরসা করিসনে তুই,song187_কারো ভরসা করিসনে তুই.docx,Data/Kazi Nazrul Islam/song187_কারো ভরসা করিসনে তুই.docx
Kazi Nazrul Islam,নীলাম্বরী শাড়ি পরি নীল যমুনায়,song520_নীলাম্বরী শাড়ি পরি নীল যমুনায়.docx,Data/Kazi Nazrul Islam/song520_নীলাম্বরী শাড়ি পরি নীল যমুনায়.docx
Kazi Nazrul Islam,ঘরে কে গো বলি ঘরে কে,song222_ঘরে কে গো বলি ঘরে কে.docx,Data/Kazi Nazrul Islam/song222_ঘরে কে গো বলি ঘরে কে.docx
Kazi Nazrul Islam,তোমায় আমায় মিল খেয়েছে ও প্রেয়সী রাজ-যোটক,song285_তোমায় আমায় মিল খেয়েছে ও প্রেয়সী রাজ-যোটক.docx,Data/Kazi Nazrul Islam/song285_তোমায় আমায় মিল খেয়েছে ও প্রেয়সী রাজ-যোটক.docx
Kazi Nazrul Islam,পাষাণের ভাঙালে ঘুম,song518_পাষাণের ভাঙালে ঘুম.docx,Data/Kazi Nazrul Islam/song518_পাষাণের ভাঙালে ঘুম.docx
Kazi Nazrul Islam,আমার মা যে গোপাল সুন্দরী,song556_আমার মা যে গোপাল সুন্দরী.docx,Data/Kazi Nazrul Islam/song556_আমার মা যে গোপাল সুন্দরী.docx
Kazi Nazrul Islam,তোমায় কূলে তুলে বন্ধু আমি নামলাম জলে,song286_তোমায় কূলে তুলে বন্ধু আমি নামলাম জলে.docx,Data/Kazi Nazrul Islam/song286_তোমায় কূলে তুলে বন্ধু আমি নামলাম জলে.docx
Kazi Nazrul Islam,মেরে শ্রীকৃষ্ণ ধরম শ্রীকৃষ্ণ করম,song410_মেরে শ্রীকৃষ্ণ ধরম শ্রীকৃষ্ণ করম.docx,Data/Kazi Nazrul Islam/song410_মেরে শ্রীকৃষ্ণ ধরম শ্রীকৃষ্ণ করম.docx
Kazi Nazrul Islam,ও কুল-ভাঙ্গা নদী রে,song162_ও কুল-ভাঙ্গা নদী রে.docx,Data/Kazi Nazrul Islam/song162_ও কুল-ভাঙ্গা নদী রে.docx
Kazi Nazrul Islam,আলগা কর গো খোঁপার বাঁধন,song117_আলগা কর গো খোঁপার বাঁধন.docx,Data/Kazi Nazrul Islam/song117_আলগা কর গো খোঁপার বাঁধন.docx
Kazi Nazrul Islam,পথ চলিতে যদি চকিতে,song332_পথ চলিতে যদি চকিতে.docx,Data/Kazi Nazrul Islam/song332_পথ চলিতে যদি চকিতে.docx
Kazi Nazrul Islam,মেঘলা নিশি ভোরে মন যে কেমন করে,song557_মেঘলা নিশি ভোরে মন যে কেমন করে.docx,Data/Kazi Nazrul Islam/song557_মেঘলা নিশি ভোরে মন যে কেমন করে.docx
Kazi Nazrul Islam,ঘুমিয়ে গেছে শ্রান্ত হয়ে,song225_ঘুমিয়ে গেছে শ্রান্ত হয়ে.docx,Data/Kazi Nazrul Islam/song225_ঘুমিয়ে গেছে শ্রান্ত হয়ে.docx
Kazi Nazrul Islam,ভরিয়া পরাণ শুনিতেছি গান,song600_ভরিয়া পরাণ শুনিতেছি গান.docx,Data/Kazi Nazrul Islam/song600_ভরিয়া পরাণ শুনিতেছি গান.docx
Kazi Nazrul Islam,বলি মাথা খাস্ রাধে ওলো কথা শোন্,song365_বলি মাথা খাস্ রাধে ওলো কথা শোন্.docx,Data/Kazi Nazrul Islam/song365_বলি মাথা খাস্ রাধে ওলো কথা শোন্.docx
Kazi Nazrul Islam,রঙ্গীলা আপনি রাধা তারে হোরীর রং দিও না,song496_রঙ্গীলা আপনি রাধা তারে হোরীর রং দিও না.docx,Data/Kazi Nazrul Islam/song496_রঙ্গীলা আপনি রাধা তারে হোরীর রং দিও না.docx
Kazi Nazrul Islam,আমার গহীন জলের নদী,song540_আমার গহীন জলের নদী.docx,Data/Kazi Nazrul Islam/song540_আমার গহীন জলের নদী.docx
Kazi Nazrul Islam,মেষ চারণে যায় নবী কিশোর,song411_মেষ চারণে যায় নবী কিশোর.docx,Data/Kazi Nazrul Islam/song411_মেষ চারণে যায় নবী কিশোর.docx
Kazi Nazrul Islam,শাওন রাতে যদি,song564_শাওন রাতে যদি.docx,Data/Kazi Nazrul Islam/song564_শাওন রাতে যদি.docx
Kazi Nazrul Islam,তুমি যদি রাধা হতে শ্যাম,song277_তুমি যদি রাধা হতে শ্যাম.docx,Data/Kazi Nazrul Islam/song277_তুমি যদি রাধা হতে শ্যাম.docx
Kazi Nazrul Islam,দাও দাও দরশন পদ্ম-পলাশ লোচন,song297_দাও দাও দরশন পদ্ম-পলাশ লোচন.docx,Data/Kazi Nazrul Islam/song297_দাও দাও দরশন পদ্ম-পলাশ লোচন.docx
Kazi Nazrul Islam,খেলত বায়ু ফুলবন-মে আও প্রাণ-পিয়া,song208_খেলত বায়ু ফুলবন-মে আও প্রাণ-পিয়া.docx,Data/Kazi Nazrul Islam/song208_খেলত বায়ু ফুলবন-মে আও প্রাণ-পিয়া.docx
Kazi Nazrul Islam,লাইলী তোমার এসেছে ফিরিয়া,song616_লাইলী তোমার এসেছে ফিরিয়া.docx,Data/Kazi Nazrul Islam/song616_লাইলী তোমার এসেছে ফিরিয়া.docx
Kazi Nazrul Islam,হায় ভিখারি কাহার কাছে হাত পাতিলে হায়,song471_হায় ভিখারি কাহার কাছে হাত পাতিলে হায়.docx,Data/Kazi Nazrul Islam/song471_হায় ভিখারি কাহার কাছে হাত পাতিলে হায়.docx
Kazi Nazrul Islam,যদি শালের বন হ’ত শালার বোন,song417_যদি শালের বন হ’ত শালার বোন.docx,Data/Kazi Nazrul Islam/song417_যদি শালের বন হ’ত শালার বোন.docx
Kazi Nazrul Islam,চপল আঁখির ভাষায় হে মীনাক্ষী ক’য়ে যাও,song230_চপল আঁখির ভাষায় হে মীনাক্ষী ক’য়ে যাও.docx,Data/Kazi Nazrul Islam/song230_চপল আঁখির ভাষায় হে মীনাক্ষী ক’য়ে যাও.docx
Kazi Nazrul Islam,মদিনার শাহানশাহ্ কোহ্-ই-তূর-বিহারী,song388_মদিনার শাহানশাহ্ কোহ্-ই-তূর-বিহারী.docx,Data/Kazi Nazrul Islam/song388_মদিনার শাহানশাহ্ কোহ্-ই-তূর-বিহারী.docx
Kazi Nazrul Islam,তুমি আমার সকালবেলার সুর,song525_তুমি আমার সকালবেলার সুর.docx,Data/Kazi Nazrul Islam/song525_তুমি আমার সকালবেলার সুর.docx
Kazi Nazrul Islam,গগনে পবনে আজি ছড়িয়ে গেছে রঙ,song215_গগনে পবনে আজি ছড়িয়ে গেছে রঙ.docx,Data/Kazi Nazrul Islam/song215_গগনে পবনে আজি ছড়িয়ে গেছে রঙ.docx
Kazi Nazrul Islam,এলো ঐ পূর্ণ শশী ফুল-জাগানো,song148_এলো ঐ পূর্ণ শশী ফুল-জাগানো.docx,Data/Kazi Nazrul Islam/song148_এলো ঐ পূর্ণ শশী ফুল-জাগানো.docx
Kazi Nazrul Islam,যখন প্রেমের জ্বালায় অঙ্গ জ্বলে,song414_যখন প্রেমের জ্বালায় অঙ্গ জ্বলে.docx,Data/Kazi Nazrul Islam/song414_যখন প্রেমের জ্বালায় অঙ্গ জ্বলে.docx
Kazi Nazrul Islam,আজো কাঁদে কাননে কোয়েলিয়া,song91_আজো কাঁদে কাননে কোয়েলিয়া.docx,Data/Kazi Nazrul Islam/song91_আজো কাঁদে কাননে কোয়েলিয়া.docx
Kazi Nazrul Islam,কত ফুল তুমি পথে ফেলে দাও,song181_কত ফুল তুমি পথে ফেলে দাও.docx,Data/Kazi Nazrul Islam/song181_কত ফুল তুমি পথে ফেলে দাও.docx
Kazi Nazrul Islam,নিম ফুলের মউ পি’য়ে ঝিম হয়েছে ভোমরা,song326_নিম ফুলের মউ পি’য়ে ঝিম হয়েছে ভোমরা.docx,Data/Kazi Nazrul Islam/song326_নিম ফুলের মউ পি’য়ে ঝিম হয়েছে ভোমরা.docx
Kazi Nazrul Islam,এ কি অপরূপ রূপে মা তোমায়,song140_এ কি অপরূপ রূপে মা তোমায়.docx,Data/Kazi Nazrul Islam/song140_এ কি অপরূপ রূপে মা তোমায়.docx
Kazi Nazrul Islam,জরীন হরফে লেখা,song250_জরীন হরফে লেখা.docx,Data/Kazi Nazrul Islam/song250_জরীন হরফে লেখা.docx
Kazi Nazrul Islam,ভরিয়া পরান শুনিতেছি গান,song383_ভরিয়া পরান শুনিতেছি গান.docx,Data/Kazi Nazrul Islam/song383_ভরিয়া পরান শুনিতেছি গান.docx
Kazi Nazrul Islam,"এত জল ও কাজল চোখে, পাষাণী আন্‌লে বল কে","song551_এত জল ও কাজল চোখে, পাষাণী আন্‌লে বল কে.docx","Data/Kazi Nazrul Islam/song551_এত জল ও কাজল চোখে, পাষাণী আন্‌লে বল কে.docx"
Kazi Nazrul Islam,আই লো আই সতীন-রা,song84_আই লো আই সতীন-রা.docx,Data/Kazi Nazrul Islam/song84_আই লো আই সতীন-রা.docx
Kazi Nazrul Islam,বসন্ত এলো এলো এলো রে,song369_বসন্ত এলো এলো এলো রে.docx,Data/Kazi Nazrul Islam/song369_বসন্ত এলো এলো এলো রে.docx
Kazi Nazrul Islam,নিরালা কানন-পথে কে তুমি চল একেলা,song328_নিরালা কানন-পথে কে তুমি চল একেলা.docx,Data/Kazi Nazrul Islam/song328_নিরালা কানন-পথে কে তুমি চল একেলা.docx
Kazi Nazrul Islam,কে সাজালো মাকে আমার,song193_কে সাজালো মাকে আমার.docx,Data/Kazi Nazrul Islam/song193_কে সাজালো মাকে আমার.docx
Kazi Nazrul Islam,পদ্মার ঢেউ রে,song335_পদ্মার ঢেউ রে.docx,Data/Kazi Nazrul Islam/song335_পদ্মার ঢেউ রে.docx
Kazi Nazrul Islam,"কথা কও, কও কথা, থাকিও না চুপ ক'রে","song184_কথা কও, কও কথা, থাকিও না চুপ ক'রে.docx","Data/Kazi Nazrul Islam/song184_কথা কও, কও কথা, থাকিও না চুপ ক'রে.docx"
Kazi Nazrul Islam,থাক্ এ গৃহ ঘিরিয়া সদা মঙ্গল কল্যাণ হে ভগবান,song293_থাক্ এ গৃহ ঘিরিয়া সদা মঙ্গল কল্যাণ হে ভগবান.docx,Data/Kazi Nazrul Islam/song293_থাক্ এ গৃহ ঘিরিয়া সদা মঙ্গল কল্যাণ হে ভগবান.docx
Kazi Nazrul Islam,খা খা খা তোর বক্ষিলারে খা,song205_খা খা খা তোর বক্ষিলারে খা.docx,Data/Kazi Nazrul Islam/song205_খা খা খা তোর বক্ষিলারে খা.docx
Kazi Nazrul Islam,রক্ষাকালীর রক্ষা-কবচ আছে আমায় ঘিরে,song423_রক্ষাকালীর রক্ষা-কবচ আছে আমায় ঘিরে.docx,Data/Kazi Nazrul Islam/song423_রক্ষাকালীর রক্ষা-কবচ আছে আমায় ঘিরে.docx
Kazi Nazrul Islam,চল্‌ চল্ চল্,song62_চল্‌ চল্ চল্.docx,Data/Kazi Nazrul Islam/song62_চল্‌ চল্ চল্.docx
Kazi Nazrul Islam,চোখের নেশার ভালোবাসা,song237_চোখের নেশার ভালোবাসা.docx,Data/Kazi Nazrul Islam/song237_চোখের নেশার ভালোবাসা.docx
Kazi Nazrul Islam,কত কথা ছিল তোমায় বলিতে,song178_কত কথা ছিল তোমায় বলিতে.docx,Data/Kazi Nazrul Islam/song178_কত কথা ছিল তোমায় বলিতে.docx
Kazi Nazrul Islam,খেলে চঞ্চলা বরষা-বালিকা,song212_খেলে চঞ্চলা বরষা-বালিকা.docx,Data/Kazi Nazrul Islam/song212_খেলে চঞ্চলা বরষা-বালিকা.docx
Kazi Nazrul Islam,যখন আমার কুসুম ঝরার বেলা তখন তুমি এলে,song412_যখন আমার কুসুম ঝরার বেলা তখন তুমি এলে.docx,Data/Kazi Nazrul Islam/song412_যখন আমার কুসুম ঝরার বেলা তখন তুমি এলে.docx
Kazi Nazrul Islam,চঞ্চল সুন্দর নন্দকুমার,song228_চঞ্চল সুন্দর নন্দকুমার.docx,Data/Kazi Nazrul Islam/song228_চঞ্চল সুন্দর নন্দকুমার.docx
Kazi Nazrul Islam,ও কে মুঠি মুঠি আইবর কাননে ছড়ায়,song165_ও কে মুঠি মুঠি আইবর কাননে ছড়ায়.docx,Data/Kazi Nazrul Islam/song165_ও কে মুঠি মুঠি আইবর কাননে ছড়ায়.docx
Kazi Nazrul Islam,"হৃদয় কেন চাহে হৃদয়, আমি জানি মন জানে","song487_হৃদয় কেন চাহে হৃদয়, আমি জানি মন জানে.docx","Data/Kazi Nazrul Islam/song487_হৃদয় কেন চাহে হৃদয়, আমি জানি মন জানে.docx"
Kazi Nazrul Islam,তিলক দিলে কি শ্যাম ত্রিলোক ভুলাতে,song526_তিলক দিলে কি শ্যাম ত্রিলোক ভুলাতে.docx,Data/Kazi Nazrul Islam/song526_তিলক দিলে কি শ্যাম ত্রিলোক ভুলাতে.docx
Kazi Nazrul Islam,হয়ত আমার বৃথা আশা তুমি ফিরে আসবে না,song475_হয়ত আমার বৃথা আশা তুমি ফিরে আসবে না.docx,Data/Kazi Nazrul Islam/song475_হয়ত আমার বৃথা আশা তুমি ফিরে আসবে না.docx
Kazi Nazrul Islam,যত ফুল তত ভুল কণ্টক জাগে,song416_যত ফুল তত ভুল কণ্টক জাগে.docx,Data/Kazi Nazrul Islam/song416_যত ফুল তত ভুল কণ্টক জাগে.docx
Kazi Nazrul Islam,আঁধার মনের মিনারে মোর,song82_আঁধার মনের মিনারে মোর.docx,Data/Kazi Nazrul Islam/song82_আঁধার মনের মিনারে মোর.docx
Kazi Nazrul Islam,ও কালো বউ জল আনিতে যেয়ো না,song161_ও কালো বউ জল আনিতে যেয়ো না.docx,Data/Kazi Nazrul Islam/song161_ও কালো বউ জল আনিতে যেয়ো না.docx
Kazi Nazrul Islam,ভাই হয়ে ভাই চিনবি আবার পাইব কি আর,song384_ভাই হয়ে ভাই চিনবি আবার পাইব কি আর.docx,Data/Kazi Nazrul Islam/song384_ভাই হয়ে ভাই চিনবি আবার পাইব কি আর.docx
Kazi Nazrul Islam,আজি মনে মনে লাগে হোরী,song88_আজি মনে মনে লাগে হোরী.docx,Data/Kazi Nazrul Islam/song88_আজি মনে মনে লাগে হোরী.docx
Kazi Nazrul Islam,আমার কোন কুলে আজ ভিড়লো তরী,song541_আমার কোন কুলে আজ ভিড়লো তরী.docx,Data/Kazi Nazrul Islam/song541_আমার কোন কুলে আজ ভিড়লো তরী.docx
Kazi Nazrul Islam,আমার বুকের ভেতর জ্বলছে আগুন,song98_আমার বুকের ভেতর জ্বলছে আগুন.docx,Data/Kazi Nazrul Islam/song98_আমার বুকের ভেতর জ্বলছে আগুন.docx
Kazi Nazrul Islam,রসুল নামের ফুল এনেছি রে,song425_রসুল নামের ফুল এনেছি রে.docx,Data/Kazi Nazrul Islam/song425_রসুল নামের ফুল এনেছি রে.docx
Kazi Nazrul Islam,এলো এলো রে বৈশাখী ঝড় এলো এলো রে,song147_এলো এলো রে বৈশাখী ঝড় এলো এলো রে.docx,Data/Kazi Nazrul Islam/song147_এলো এলো রে বৈশাখী ঝড় এলো এলো রে.docx
Kazi Nazrul Islam,খোদার প্রেমের শরাব পিয়ে,song620_খোদার প্রেমের শরাব পিয়ে.docx,Data/Kazi Nazrul Islam/song620_খোদার প্রেমের শরাব পিয়ে.docx
Kazi Nazrul Islam,তোমার হাতের সোনার রাখি,song590_তোমার হাতের সোনার রাখি.docx,Data/Kazi Nazrul Islam/song590_তোমার হাতের সোনার রাখি.docx
Kazi Nazrul Islam,নতুন পাতার নূপুর বাজে দখিনা বায়ে,song317_নতুন পাতার নূপুর বাজে দখিনা বায়ে.docx,Data/Kazi Nazrul Islam/song317_নতুন পাতার নূপুর বাজে দখিনা বায়ে.docx
Kazi Nazrul Islam,আমি পথ-মঞ্জুরী ফুটেছি আঁধার রাতে,song608_আমি পথ-মঞ্জুরী ফুটেছি আঁধার রাতে.docx,Data/Kazi Nazrul Islam/song608_আমি পথ-মঞ্জুরী ফুটেছি আঁধার রাতে.docx
Kazi Nazrul Islam,রহি' রহি' কেন সে-মুখ পড়ে মনে,song426_রহি' রহি' কেন সে-মুখ পড়ে মনে.docx,Data/Kazi Nazrul Islam/song426_রহি' রহি' কেন সে-মুখ পড়ে মনে.docx
Kazi Nazrul Islam,প্রজাপতি প্রজাপতি,song339_প্রজাপতি প্রজাপতি.docx,Data/Kazi Nazrul Islam/song339_প্রজাপতি প্রজাপতি.docx
Kazi Nazrul Islam,ঈদ মোবারক ঈদ মোবারক,song128_ঈদ মোবারক ঈদ মোবারক.docx,Data/Kazi Nazrul Islam/song128_ঈদ মোবারক ঈদ মোবারক.docx
Kazi Nazrul Islam,মহাবিদ্যা আদ্যাশক্তি পরমেশ্বরী কালিকা,song397_মহাবিদ্যা আদ্যাশক্তি পরমেশ্বরী কালিকা.docx,Data/Kazi Nazrul Islam/song397_মহাবিদ্যা আদ্যাশক্তি পরমেশ্বরী কালিকা.docx
Kazi Nazrul Islam,আমি চিরতরে দূরে চলে যাব,song6_আমি চিরতরে দূরে চলে যাব.docx,Data/Kazi Nazrul Islam/song6_আমি চিরতরে দূরে চলে যাব.docx
Kazi Nazrul Islam,আও আও স্যজনী,song85_আও আও স্যজনী.docx,Data/Kazi Nazrul Islam/song85_আও আও স্যজনী.docx
Kazi Nazrul Islam,ঐ জল্‌কে চলে লো কার ঝিয়ারি,song157_ঐ জল্‌কে চলে লো কার ঝিয়ারি.docx,Data/Kazi Nazrul Islam/song157_ঐ জল্‌কে চলে লো কার ঝিয়ারি.docx
Kazi Nazrul Islam,আমার কালো মেয়ের আঁধার কোলে,song542_আমার কালো মেয়ের আঁধার কোলে.docx,Data/Kazi Nazrul Islam/song542_আমার কালো মেয়ের আঁধার কোলে.docx
Kazi Nazrul Islam,কারার ওই লৌহকপাট,song186_কারার ওই লৌহকপাট.docx,Data/Kazi Nazrul Islam/song186_কারার ওই লৌহকপাট.docx
Kazi Nazrul Islam,এত জল ও – কাজল চোখে,song14_এত জল ও – কাজল চোখে.docx,Data/Kazi Nazrul Islam/song14_এত জল ও – কাজল চোখে.docx
Kazi Nazrul Islam,পদ্মার ঢেউ রে,song39_পদ্মার ঢেউ রে.docx,Data/Kazi Nazrul Islam/song39_পদ্মার ঢেউ রে.docx
Kazi Nazrul Islam,উচাটন মন ঘরে রয় না,song569_উচাটন মন ঘরে রয় না.docx,Data/Kazi Nazrul Islam/song569_উচাটন মন ঘরে রয় না.docx
Kazi Nazrul Islam,অচেনা সুরে অজানা পথিক,song76_অচেনা সুরে অজানা পথিক.docx,Data/Kazi Nazrul Islam/song76_অচেনা সুরে অজানা পথিক.docx
Kazi Nazrul Islam,মা মা গো আমার অহঙ্কারের মূল কেটে,song403_মা মা গো আমার অহঙ্কারের মূল কেটে.docx,Data/Kazi Nazrul Islam/song403_মা মা গো আমার অহঙ্কারের মূল কেটে.docx
Kazi Nazrul Islam,শাওন আসিল ফিরে,song58_শাওন আসিল ফিরে.docx,Data/Kazi Nazrul Islam/song58_শাওন আসিল ফিরে.docx
Kazi Nazrul Islam,নন্দ দুলাল নাচে নাচে রে হাতে সরের নাড়ু নিয়ে নাচে,song320_নন্দ দুলাল নাচে নাচে রে হাতে সরের নাড়ু নিয়ে নাচে.docx,Data/Kazi Nazrul Islam/song320_নন্দ দুলাল নাচে নাচে রে হাতে সরের নাড়ু নিয়ে নাচে.docx
Kazi Nazrul Islam,শাওন আসিল ফিরে,song439_শাওন আসিল ফিরে.docx,Data/Kazi Nazrul Islam/song439_শাওন আসিল ফিরে.docx
Kazi Nazrul Islam,হারানো হিয়ার নিকুঞ্জ পথে,song469_হারানো হিয়ার নিকুঞ্জ পথে.docx,Data/Kazi Nazrul Islam/song469_হারানো হিয়ার নিকুঞ্জ পথে.docx
